ID;Region;Reported Date;num;num_men;num_female;num_children;cause;location;Information Source;Location Coordinates
54444;US-Mexico Border;October 07, 2020;1;1;;;Hanging;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.483850000000, 31.867510000000
54306;Sub-Saharan Africa;October 06, 2020;1;1;;;Drowned;Body washed ashore at Hamo 5 Beach, Guédiawaye, Senegal;SENEGO;14.778255400000, -17.410296800000
54442;US-Mexico Border;October 06, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.353530000000, 32.088540000000
54441;US-Mexico Border;October 06, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.944167000000, 31.946056000000
54494;Mediterranean;October 06, 2020;4;;;;Drowned;Off the coast of Cartagena, Murcia, Spain;Spanish Red Cross;37.335868552247, -0.521425208594
54180;US-Mexico Border;October 06, 2020;1;1;;;Drowned;El Patinadero, Nuevo Laredo, Tamaulipas, Mexico;Líder Web, Hoy Tamaulipas;27.479048100000, -99.481405700000
54205;Middle East;October 05, 2020;4;;;;Bomb explosion;At the Syria-Turkey border close to Kızıltepe, Mardin, Turkey;Mezopotamya Ajansi;37.081444321642, 40.650207486719
54179;Europe;October 05, 2020;1;1;;1;Sickness or lack of access to medicines;In Ingrassia hospital in Palermo, Italy. He disembarked from the quarantine ship, Allegra, on 02.10.2020. He had been rescued by Open Arms on 08.09.2020 and the transhipment took place on 18.09.2020;Agenzia Italia, La Republicca;38.093256800000, 13.309957300000
54181;North Africa;October 04, 2020;1;1;;;Accident ;In an abandoned building in the city center of Zuwara, Libya;Security Directorate Zuwara;32.923458800000, 12.077541100000
54246;Middle East;October 04, 2020;2;;;;Suffocation;Inside a minivan, intercepted in İpekyolu district, Van Province, Turkey;Anadolu Agency;38.601426200000, 43.630910000000
54206;US-Mexico Border;October 03, 2020;1;;;;Drowned;In the American Canal in El Paso, Texas, USA;El Diario de El Paso;31.750529188231, -106.491244424910
54177;North Africa;October 03, 2020;2;2;;;Dehydration;"In a hospital in Las Palmas, Spain - Rescued the day before close to Pasito Blanco, San Bartolomé de Tirajana, Las Palmas, Spain;  after being at sea for 8 days.";El Diario, Txema Santana;28.100883700000, -15.465389700000
54193;Central America;October 02, 2020;1;1;;;Unknown;Chepigana, Darien province, Panama;Servicio Nacional de Migración Panamá;8.301866000000, -78.054047000000
54176;North Africa;October 02, 2020;1;1;;;Dehydration;Rescued close to Pasito Blanco, San Bartolomé de Tirajana, Las Palmas, Spain - They had been at sea for 8 days;La Provincia, Europa Press;27.650910665417, -15.641237592187
54440;US-Mexico Border;October 02, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.078453900000, 31.390420000000
54178;Horn of Africa;October 02, 2020;8;8;;;Drowned;Unspecified location off the coast of Guehere, Djibouti;IOM Djibouti;11.937876031096, 43.293900264063
54192;Central America;October 01, 2020;1;1;;;COVID-19;"Checkpoint (Puesto Avanzado de Vigilancia) ""Bajo Chiquito"", Darien province, Panama";Servicio Nacional de Migración Panamá;7.868171300000, -77.836728200000
54174;US-Mexico Border;October 01, 2020;1;;1;;Presumed exposure;On a ranch close to Encino, Brooks County, Texas, USA;Diario Cambio;26.936162800000, -98.135282900000
54781;North Africa;October 01, 2020;53;;24;;Drowned;Left from Dakhla, Morocco with the Canary Islands as presumed destination, disappeared without a trace;Caminando Fronteras, Alarm Phone;24.399406527714, -16.379684689062
54173;Central America;October 01, 2020;1;1;;1;Accident ;Highway CA13 at KM #300, close to Entre Rios, Puerto Barrios, Izabal, Guatemala;Cuarto Poder, Prensa Libre;15.634834100000, -88.521479500000
54172;Mediterranean;October 01, 2020;2;2;;1;Drowned;Bodies washed ashore near of a Farwa Island, Zuwara, Libya.;IOM Libya;33.122422433197, 11.729102610156
54229;Mediterranean;October 01, 2020;1;1;;;Drowned;Remains recovered in the Strait of Gibraltar ;Helena Maleno;35.998239800000, -5.687873600000
54701;US-Mexico Border;October 01, 2020;1;1;;;Drowned;2800 Bentsen Palm, Mission, Hidalgo County, Texas, USA;Hidalgo County Sheriff's Office;26.185486300000, -98.380299100000
54170;Europe;September 30, 2020;2;;;;Injuries inflicted during fight;In the immediate vicinity of the makeshift camp in Žegar, Bihać, Bosnia and Herzegovina;Klix.ba, ANSAmed, via IOM Bosnia and Herzegovina;44.811962800000, 15.868564500000
54208;US-Mexico Border;September 30, 2020;1;1;;;Drowned;Rio Bravo, Díaz Ordaz, Tamaulipas, Mexico;El Chilito News;26.234700803511, -98.580349807812
54171;Mediterranean;September 30, 2020;1;1;;;hypothermia;Body found at sea on a floating device, close to La Alcaidesa, Cadiz, Spain;El Diario, El Estrecho Digital;36.226415963865, -5.273848396484
54225;Mediterranean;September 29, 2020;1;;;1;Dehydration, hypothermia;Boat rescued 3 nautical miles off the coast of Ben Gardane, Tunisia - They had left from Libya 7 days before;Migrant Rescue Watch;33.418721955283, 11.552087816797
54439;US-Mexico Border;September 29, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.632750000000, 31.523510000000
54151;Mediterranean;September 28, 2020;3;;;;hypothermia, dehydration;Unspecified location in the Alboran Sea - They had left from the coast of Ceuta 10 day before;Murcia Today, Europa Press;36.001378841254, -5.408078090625
54436;US-Mexico Border;September 28, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.130917000000, 31.961367000000
54435;US-Mexico Border;September 28, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.126533000000, 31.967350000000
54153;Mediterranean;September 28, 2020;5;5;;;Drowned;Bodies washed ashore near the beach of Equestrian Club, Zuwara, Libya;IOM Libya;32.943053157263, 12.076511131738
54438;US-Mexico Border;September 28, 2020;1;;1;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-110.261700000000, 31.558410000000
54152;Mediterranean;September 28, 2020;4;4;;;Drowned;Bodies washed ashore near the beach of Ra's Ajdir, Libya;IOM Libya;33.148840900000, 11.563174400000
54437;US-Mexico Border;September 28, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.373740000000, 32.071330000000
54150;Europe;September 27, 2020;1;1;;;Drowned;Body found on the bank of the Drina river in the village of Tabanci, near Zvornik, Bosnia and Herzegovina;Sarajevo Times, N1 Info;44.482311621525, 19.131708027197
54149;Mediterranean;September 25, 2020;15;11;;;Drowned;Off the coast of Al Khums, Libya. Last known location 34°04N 014°04E. Survivors were disembarkedt at Abusitta DP.;IOM Libya;34.207194271095, 13.638115196715
54155;Mediterranean;September 25, 2020;3;;;;Drowned;Bodies recovered at unspecified location off the coast of Algeria;Algeria Ministry of Defense;36.247309194891, 0.181128765430
54148;Mediterranean;September 25, 2020;16;8;5;2;Drowned;Approximate location of rescue 34 02N 14 47E - Boat departed from Zliten, Libya on 23.09.2020. Survivors were disembarked at Tripoli Port.;IOM Libya;33.958076585764, 14.820129784335
54154;Central America;September 25, 2020;1;1;;;Vehicle accident;On km. 108 of the train tracks, in Ejido Puente Negro, Sabinas, Coahuila, Mexico;Zócalo;28.440664200000, -100.755675900000
54335;South America;September 25, 2020;1;;1;;Sickness or lack of access to medicines;In the Regional Hospital of Concepción, Bio Bio Region, Chile;Bio Bio Chile;-36.824943400000, -73.037945100000
54712;Europe;September 24, 2020;1;1;;;Vehicle Accident;Unspecified location in Italy;Rudaw, NRT;41.871940000000, 12.567380000000
54156;Sub-Saharan Africa;September 24, 2020;10;;;1;Drowned;Unspecified location coast off the coast of Mayotte, France - The boat had departed from Anjouan island, Comoros on that same day.;Le Monde, Seneweb;-12.682844682524, 45.072860210938
54434;US-Mexico Border;September 24, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.369080000000, 32.101370000000
54258;South America;September 24, 2020;1;;1;1;Violent death;Soledad, Atlantic Department, Colombia;La Manada Digital;10.921547200000, -74.768817300000
54433;US-Mexico Border;September 24, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-113.133313000000, 32.402672000000
54780;North Africa;September 24, 2020;59;;10;;Drowned;Departed 50km south from Laayoune, Morocco - disappeared without a trace in the Atlantic Ocean;Caminando Fronteras;26.672212635174, -14.340886412085
54209;Mediterranean;September 24, 2020;1;;;;Drowned;Bodies washed ashore at Al -Harsh, Libya;IOM Libya;31.487075278135, 16.437315375000
54169;US-Mexico Border;September 23, 2020;1;1;;;Presumed exposure;"Close to ""La aguja"" in the desert close to Phoenix, Arizona, USA";Municipios Puebla;33.447024800000, -111.959139900000
54432;US-Mexico Border;September 23, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.104350000000, 31.721533000000
54431;US-Mexico Border;September 23, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.871050000000, 31.680100000000
54429;US-Mexico Border;September 22, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.521533000000, 32.384167000000
54755;US-Mexico Border;September 22, 2020;1;;;;Drowned;Rio Bravo in Tamaulipas, Mexico;Instituto Nacional de Migración (Grupos Beta);26.068961270534, -98.251501330273
54146;North Africa;September 22, 2020;1;1;;;Sickness or lack of access to medicines (diagnosed with COVID-19 but died due to other pathologies);Hospital de La Candelaria, Santa Cruz de Tenerife, Tenerife, Canary Islands, Spain - after arriving by boat on 8 September;El Diario;28.448062500000, -16.285614800000
54158;East Asia;September 22, 2020;1;1;;;Violent death;In North Korea's territorial waters - He disappeared about 10km from the border with North Korea, near the island of Yeonpyeong.;The New York Times, The Guardian;37.700802097170, 125.656856515620
54430;US-Mexico Border;September 21, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-110.780728000000, 31.355835000000
54144;Mediterranean;September 21, 2020;1;;;;Drowned;Body recovered at Almutred Shore, Libya;IOM Libya;31.374583615634, 17.140440375000
54247;Mediterranean;September 21, 2020;111;5;1;3;Drowned;Unspecified location off the coast of Sabratha, Libya;Alarm Phone, IOM Libya;32.905385377268, 12.461195073633
54428;US-Mexico Border;September 21, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.646555000000, 31.772121000000
54142;US-Mexico Border;September 21, 2020;1;1;;;Dehydration;Local hospital in Tucson, Pima County, Arizona, USA;US Border Patrol;32.222606600000, -110.974710800000
54754;US-Mexico Border;September 21, 2020;1;;;;Unknown;In a hospital in Chiapas, Mexico;Instituto Nacional de Migración (Grupos Beta);16.756931800000, -93.129235300000
54427;US-Mexico Border;September 21, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.427667000000, 32.139000000000
54643;Horn of Africa;September 21, 2020;1;;;;Vehicle Accident;Ainabo, Sool region, Somalia;IOM Somalia;8.954125400000, 46.415281000000
54426;US-Mexico Border;September 21, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.845193000000, 31.687166000000
54159;US-Mexico Border;September 21, 2020;1;1;;;Unknown;On a ranch about 80 miles from the US-Mexico border, in Brooks County, Texas, USA;Breitbart;27.027305700000, -98.221297900000
54425;US-Mexico Border;September 21, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-110.955646000000, 31.957581800000
54145;US-Mexico Border;September 21, 2020;1;;;;Violent death;East of Nogales, Arizona, USA;US Border Patrol;31.340377500000, -110.934253200000
54424;US-Mexico Border;September 20, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-113.130192000000, 32.401767000000
54168;Europe;September 20, 2020;1;1;;;Vehicle accident;Gökçetepe National Park, Keşan District, Edirne, Turkey;Kesaninnesesi via IOM Turkey;40.638121900000, 26.611034200000
54141;Southeast Asia;September 20, 2020;6;2;4;;Drowned;Bodies washed ashore at Bandar Penawar, Kota Tinggi, Johor, Malaysia;FMT News, The Star;1.564639900000, 104.245139300000
54138;Mediterranean;September 19, 2020;3;;;;Drowned;Boat capsized off Garabulli, Libya;Alarm Phone;32.826196796278, 13.697440925781
54157;Mediterranean;September 19, 2020;5;;;;Drowned;Bodies recovered at unspecified location off the coast of Algeria;Algeria Ministry of Defense;36.683617561259, 1.669921875000
54423;US-Mexico Border;September 19, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.789810000000, 31.891300000000
54136;Mediterranean;September 19, 2020;2;;2;1;Drowned;Off the coast of Muğla’s Bodrum district/Akyarlar, Turkey;Turkish Coast Guard, IOM Turkey;37.017961282704, 27.420926962891
54422;US-Mexico Border;September 19, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.794840000000, 31.884740000000
54197;Central America;September 19, 2020;1;1;;51;COVID-19;Hospital de Alta Especialidad de Veracruz,Heroica de Veracruz City,Mexico;La Silla Rota, Cambio Digital;19.185576700000, -96.132169400000
54140;Mediterranean;September 19, 2020;1;;;;Drowned;Body recovered at Almutred Shore, Libya;IOM Libya;31.636853939951, 17.492002875000
54139;Mediterranean;September 19, 2020;1;;;;Drowned;Body recovered at Al harsha, Azzawaya, Libya;IOM Libya;32.851682600378, 12.671927608984
54198;US-Mexico Border;September 18, 2020;1;1;;;Presumed exposure;Unspecified location close to Phoenix, Arizona, USA;NSS Oaxaca;33.448377100000, -112.074037300000
54421;US-Mexico Border;September 18, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-113.189210000000, 32.137243000000
54160;US-Mexico Border;September 18, 2020;1;1;;;Unknown;45 minutes away from Arivaca, Pima County, Arizona, USA;Toda Noticia;31.577335100000, -111.331452200000
54135;Mediterranean;September 17, 2020;1;1;;;Drowned;24 miles west of Carloforte, Sardinia, Italy;ANSA, L'Unione Sarda;39.150776501640, 8.342806239453
54358;Mediterranean;September 17, 2020;3;1;2;;Drowned;Boat en route to Spain capsized off the coast of Aïn Témouchent Province, Algeria;Algerian Defense via Saudi Press Agency (Gvt.);35.366059743296, -1.288080625488
54134;Middle East;September 17, 2020;2;;1;1;Death during child birth;Gemici village, Uzunkopru district, Edirne, Turkey;Gendarmerie General Command Turkey via IOM Turkey;41.314080000000, 26.558250000000
54133;Mediterranean;September 17, 2020;3;;2;1;Drowned;Close to Habibas island, Bouzedjar comune, Algeria ;Liberté Algérie;35.723781400000, -1.132303700000
54649;Mediterranean;September 17, 2020;7;;;;Drowned;Survivors rescued from sea 1 mile off Plage Roche Blanche, Cherchell, Algeria, rest missing. Shipwreck and departure info unknown.;Héroes del Mar, Cherchell News;36.636345408717, 2.234946611084
54132;Mediterranean;September 17, 2020;4;1;1;2;Drowned;Bodies recovered 5,5 km north of Ouled Ghalem, 90 km east of Mostaganem, Algeria;TdG, Infobae;36.836715952738, 1.653220265625
54779;North Africa;September 16, 2020;12;12;;;Drowned;Left from Tarfaya, Morocco with the Canary Islands as presumed destination, disappeared without a trace;Caminando Fronteras;28.262348844246, -13.217422795312
54420;US-Mexico Border;September 15, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.462900000000, 31.816000000000
54124;Mediterranean;September 14, 2020;4;2;2;2;Drowned;Aegean Sea, 12 nautical miles east of the prefecture of Crete, Greece;Hellenic Coast Guard via IOM Greece;35.091927679394, 27.445987850000
54417;US-Mexico Border;September 14, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.471497000000, 31.926700000000
54123;US-Mexico Border;September 14, 2020;1;;1;;Presumed exposure;On a ranch located south of the Falfurrias Border Patrol Checkpoint about 80 miles from the Texas-Mexico border, Brooks County, Texas, USA;Breitbart;27.025097300000, -98.138399500000
54416;US-Mexico Border;September 14, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.628262000000, 31.783138400000
54162;US-Mexico Border;September 14, 2020;1;1;;;Drowned;Río Bravo, Nuevo Laredo, Tamaulipas, Mexico;Vox Populi Noticias;27.495658521882, -99.522764212012
54122;Middle East;September 14, 2020;1;1;;;Heart attack;Evros/Meriç River, Edirne District, Turkey - He had a heart attack while attempting to cross the river, he was taken to the hospital and was pronounced dead there;Gendarmerie General Command Turkey via IOM Turkey;41.661485628906, 26.495976340820
54161;US-Mexico Border;September 14, 2020;1;1;;;Drowned;El Patinadero, Nuevo Laredo, Tamaulipas, Mexico;Agencia Informativa VMC;27.479053800000, -99.481431500000
54414;US-Mexico Border;September 14, 2020;1;;1;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.819450000000, 31.806220000000
54419;US-Mexico Border;September 14, 2020;1;;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.343440000000, 32.081690000000
54125;Mediterranean;September 14, 2020;24;24;;;Drowned;Unspecified location, north of Alzzawiya, Libya;IOM Libya;33.121076423723, 12.518816471875
54418;US-Mexico Border;September 14, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.540817000000, 32.053800000000
54163;US-Mexico Border;September 13, 2020;1;1;;;Drowned;Río Bravo, at Ejido Balcones, Acuña, Coahuila, Mexico;La Rancherita;29.331602449312, -100.940089049120
54120;US-Mexico Border;September 13, 2020;1;1;;;Accident;Otay border crossing, Tijuana, Baja California, Mexico;El Sol de Tijuana, La Jornada;32.550569800000, -116.938583300000
54131;South America;September 13, 2020;1;1;;;Unknown;"""Trocha El Águila"", new Escobal and Ureña neighborhood, Pedro Maria Ureña Municipality, Venezuela";La Opinion;7.916570259111, -72.463597072949
54130;Caribbean;September 12, 2020;5;;;;Drowned;Chub Cay, Berry Islands, Bahamas District, Bahamas;The Nassau Guardian;25.625004200000, -77.825220300000
54413;US-Mexico Border;September 12, 2020;1;;1;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.353650000000, 32.059060000000
54119;US-Mexico Border;September 12, 2020;2;2;;;Drowned;Gateway to the Americas International Bridge, Nuevo Laredo, Tamaulipas, Mexico;El Manana, Lider Web;27.499709200000, -99.507491500000
54680;US-Mexico Border;September 11, 2020;1;1;;;Drowned;All American Canal, near Winterhaven, Imperial County, California, USA;Imperial County Coroner's Office;32.711987500000, -114.943034600000
54115;Southeast Asia;September 11, 2020;1;;1;;Pneumonia;In Lhoksemawe hospital, Aceh province, Indonesia - part of the Rohingya group that arrived on September 7;EFE, UNHCR;5.181163800000, 97.141322200000
54368;South America;September 11, 2020;1;1;;;Drowned;Carchi-Guaitara River, 3km from Rumichaca International Bridge, Tulcan, Ecuador.;El Universo;0.814038400000, -77.664037300000
54604;US-Mexico Border;September 10, 2020;1;1;;;Hypothermia;Barry Goldwater Range, Yuma County, Arizona, USA;Yuma County Medical Examiner;32.615292400000, -114.374135000000
54415;US-Mexico Border;September 10, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.812200000000, 31.803400000000
54114;Southeast Asia;September 10, 2020;1;1;;;Pneumonia;In Lhoksemawe hospital, Aceh province, Indonesia - part of the Rohingya group that arrived on September 7;EFE, UNHCR;5.181163800000, 97.141322200000
54753;US-Mexico Border;September 10, 2020;3;;;;Unknown;El Ceibo, Tabasco, Mexico;Instituto Nacional de Migración (Grupos Beta);17.266666900000, -91.000000100000
54648;Mediterranean;September 10, 2020;1;1;;;Drowned;Strait of Gibralter;Helena Maleno Garzón via Facebook;36.084395546511, -5.343285317383
54118;Mediterranean;September 09, 2020;1;1;;;Drowned;Alboran Sea, washed ashore at Isla Isabel II, Islas Chafarinas, Spain;Sergio Rodrigo Ruiz (independent journalist);35.181636600000, -2.430136200000
54113;Southeast Asia;September 09, 2020;1;;1;;Pneumonia;In Lhoksemawe hospital, Aceh province, Indonesia - part of the Rohingya group that arrived on September 7;EFE, UNHCR;5.181163800000, 97.141322200000
54188;US-Mexico Border;September 09, 2020;1;1;;1;Vehicle accident;Fort Stockton, Pecos County, Texas, USA;Diario de Morelos;30.894043100000, -102.879322200000
54129;Mediterranean;September 08, 2020;2;1;1;1;Drowned;Aegean Sea, 70 miles off Bodrum, Turkey;Turkish Coast Guard via IOM Turkey;36.964213798634, 27.404447470703
54412;US-Mexico Border;September 08, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.881234000000, 31.912021500000
54110;North Africa;September 08, 2020;2;;;;Dehydration, hypothermia;Rescued 5km off the coast of Las Galletas, Santa Cruz de Tenerife, Canary Islands, Spain - one person was dead on arrival and one died in La Candelaria hospital on 10 September 2020;EFE, Europa Press, Diario de Avisos;27.961148271543, -16.654661045508
54411;US-Mexico Border;September 07, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-109.534133000000, 31.385617000000
54410;US-Mexico Border;September 07, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-112.475580000000, 32.457060000000
54088;Mediterranean;September 07, 2020;1;;;;Drowned;Remains washed ashore at Restinga beach, Fnideq, Morocco;Ceuta al día;35.843276500000, -5.361034600000
54212;Southeast Asia;September 07, 2020;30;1;2;1;Sickness or lack of access to medicines;Unspecified location in the Andaman Sea - embarked on the journey in Cox’s Bazar, Bangladesh, in February.;IOM Indonesia, UNHCR;11.287888300000, 95.729982100000
54121;Mediterranean;September 07, 2020;12;;;2;Drowned;"Unspecified location in international waters, off the coast of Lebanon; bodies recovered in four separate locations off the north and south coasts of Lebanon - On September 7, the boat had set off from Tripoli, Lebanon, heading towards Cyprus.";UNIFIL, AFP, AP;34.457244675196, 35.605450409375
54089;Europe;September 06, 2020;1;1;;;Sickness or lack of access to medicines;At the dock of Ancona, Italy - on board of a ferry coming from Greece;ANSA;43.615829900000, 13.518915000000
54294;Caribbean;September 06, 2020;1;;1;;Violent death;Municipality of San Fernando, South West of Trinidad Island, Trinidad and Tobago;Primicia;10.301582800000, -61.449045300000
54409;US-Mexico Border;September 06, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-109.512020000000, 31.398600000000
54408;US-Mexico Border;September 06, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-113.124000000000, 32.361000000000
54407;US-Mexico Border;September 06, 2020;1;1;;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.198859000000, 31.880269000000
54109;North Africa;September 05, 2020;1;;;;Unknown;At the gate of Zintan hospital, Zintan, Libya;IOM Libya;31.802412200000, 12.300580300000
54502;Middle East;September 05, 2020;1;1;;1;Heat stroke;Body retrieved by Civil Defense near mountain at Al Masnaa-Beqaa border point on the Lebanese-Syrian border, Beqaa Governorate, Lebanon;Syria TV, RT Arabic;33.706116673010, 35.931617391053
54092;Mediterranean;September 05, 2020;1;;;;Drowned;Remains washed ashore at San Lorenzo beach, Meilla , Spain;Heraldo, La Sexta;35.287105900000, -2.937332800000
54091;US-Mexico Border;September 05, 2020;1;1;;;Drowned;Río Bravo, around Gateway International Bridge, Matamoros, Tamaulipas, Mexico;Hoy Tamaulipas, El Mañana;25.898667961014, -97.497820043130
54090;Central America;September 05, 2020;1;1;;;Accident;On the train tracks at Manlio Fabio Altamirano municipality, Veracruz, Mexico;Notiver;19.094270500000, -96.333488500000
54108;Mediterranean;September 04, 2020;2;2;;;Drowned;Remains washed ashore west of Sabratha, Libya;IOM Libya;32.813424186061, 12.399396977930
54107;Europe;September 04, 2020;1;1;;;Vehicle accident;"State road 115, Agrigento, Sicily, Italy - while fleeing from asylum seeker residence ""Villa Sikania"" where he was in quarantine after arrival on August 1st";InfoMigrants, AP, Agrigento Notizie;37.255860600000, 13.663589100000
54406;US-Mexico Border;September 04, 2020;1;;1;;Hyperthermia;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-111.777900000000, 31.933380000000
54093;US-Mexico Border;September 03, 2020;1;1;;;Drowned;Río Bravo, Matamoros, Tamaulipas, Mexico;El Mañana, Noticias R5;25.879613714307, -97.496974060083
54167;Sub-Saharan Africa;September 03, 2020;14;;;;Drowned;Unspecified location in Atlantic sea - On the way to the Canary Islands, presumably from Mauritania;Seneweb, DakarActu;23.470049039488, -18.383234162807
54095;US-Mexico Border;September 02, 2020;1;1;;;Drowned;Río Bravo, Ejido El Longoreño, Matamoros, Tamaulipas, Mexico;El Cinco;25.833786700000, -97.405502600000
54207;US-Mexico Border;September 02, 2020;1;1;;;Drowned;Rio Bravo, Díaz Ordaz, Tamaulipas, Mexico;El Mañana;26.237164436249, -98.581465606763
54094;US-Mexico Border;September 02, 2020;1;1;;;Drowned;Río Bravo, around Gateway International Bridge, Matamoros, Tamaulipas, Mexico;El Mañana, Noticias R5;25.896673500000, -97.498281200000
54682;US-Mexico Border;September 02, 2020;1;1;;;Hyperthermia;Desert near Ocotillo, Imperial County, California, USA;Imperial County Coroner's Office;32.682329700000, -115.980153600000
54752;US-Mexico Border;September 02, 2020;1;;1;;Unknown;In a hospital in Chiapas, Mexico;Instituto Nacional de Migración (Grupos Beta);16.756931800000, -93.129235300000
54164;US-Mexico Border;September 01, 2020;1;;;;Unknown;On FM481 highway,  Maverick County, Texas, USA;La Rancherita;29.054559000000, -100.088037000000
54078;Mediterranean;September 01, 2020;1;;1;;Unknown;Alboran Sea, 50 metres off the coast of Isla del Rey, Islas Chafarinas, Spain;La Vanguardia, El Faro de Melilla;35.180748200000, -2.423032900000
54079;US-Mexico Border;September 01, 2020;1;;1;;Pressumed exposure;km 313 of Chihuahua-Ciudad Juárez Highway, Chihuahua, Mexico;Chihuahua General Prosecutor's Office;29.887949657949, -106.398482287500
54405;US-Mexico Border;September 01, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-90.000000000000, 32.067600000000
54404;US-Mexico Border;August 31, 2020;1;1;;;Unknown;Pima County jurisdiction, Arizona, USA;Pima County Office of the Medical Examiner;-90.000000000000, 32.411850000000
54077;Mediterranean;August 31, 2020;3;;;;Drowned;Mediterranean Sea approximately at position 33 54 / 012 38 at 1533z;Sea-Watch;33.351235568583, 12.500514732812
54681;US-Mexico Border;August 31, 2020;1;1;;;Hyperthermia;Desert near Winterhaven, Imperial County, California, USA;Imperial County Coroner's Office, US Border Patrol;32.839753330106, -114.800559396480
54751;US-Mexico Border;August 31, 2020;1;1;;;Drowned;Rio Bravo in Tamaulipas, Mexico;Instituto Nacional de Migración (Grupos Beta);26.054157371380, -98.173223742383
54367;South America;August 30, 2020;1;1;;;Heart attack;Trocha Comuneros, Tulcan, Ecuador;America Digital;0.840999377397, -77.704404542236
54076;US-Mexico Border;August 30, 2020;2;1;1;;Presumed exposure;Close to Cuatralbo Ranch, Chihuahua, Mexico;Debate, La Opción de Chihuahua;29.346125393336, -106.001793962500
54761;US-Mexico Border;August 30, 2020;1;1;;;Hyperthermia due to environmental exposure;Dulzura, San Diego County, California, USA;San Diego County Medical Examiner;32.644224700000, -116.781409300000
54074;Mediterranean;August 30, 2020;4;2;1;;Accident;Off the coast of Crotone, Calabria, Italy;La Reppublica, Al Jazeera;39.094117289475, 17.176090898921
