,ID,Region,date,num,num_men,num_women,num_children,cause,location,Information Source,lat,lon,num_boys,num_girls,name,gender,age,origin,description,source,country,bord,ppl,date.1
21,54514,Mediterranean,2020-12-18 00:00:00,7,,4.0,3.0,Drowned,"Off the coast of Isleta del Moro, Almería, Spain (Alboran Sea)","Europa Press, La Voz de Almería",36.778889324964,-1.999930041406,,,,,,,,,,,,
22,54513,Mediterranean,2020-12-18 00:00:00,1,,1.0,,Drowned,"Off the coast of Lesvos, Greece",IOM Greece,39.282798273776,26.506360254102,,,,,,,,,,,,
23,54651,Mediterranean,2020-12-17 00:00:00,23,,,,Drowned,"Boat departed on 17 Dec from Béjaïa, Algeria","AP, Algerie Eco",36.777490977405,5.128124801074,,,,,,,,,,,,
24,54512,Europe,2020-12-17 00:00:00,1,1.0,,,Electrocution on railway,"Near railway station in Sid, Serbia",IOM Serbia,45.147311000000,19.164440000000,,,,,,,,,,,,
25,54510,Mediterranean,2020-12-16 00:00:00,4,,,4.0,Drowned,"Remains of one child found at Azzawyia Musfat and remains of three children at Almutred area, Libya",IOM Libya,32.792128574285,12.735809554492,,,,,,,,,,,,
26,54646,Horn of Africa,2020-12-16 00:00:00,1,,1.0,,Sickness or lack of access to medicines,"Bosaso, Somalia",IOM Somalia,11.275540700000,49.187899400000,,,,,,,,,,,,
27,54509,Mediterranean,2020-12-16 00:00:00,1,,,,Drowned,"Body was found in the water 2 miles east of Sidi Mansour, Sfax, Tunisia where a boat that departed en route to Italy from Sidi Mansour malfunctioned",Tunisian Ministry of National Defense,34.766924011766,10.886894023828,,,,,,,,,,,,
28,54584,US-Mexico Border,2020-12-16 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.259374400000,-113.168257800000,,,,,,,,,,,,
29,54511,Mediterranean,2020-12-16 00:00:00,2,,,,Drowned,"Remains recovered on a beach in Sabratha and in Della Azzawiya, Libya",IOM Libya,32.809276297165,12.590971074609,,,,,,,,,,,,
30,54501,Middle East,2020-12-15 00:00:00,5,5.0,,,Drowned,"Evros River, Turkey near border with Greece",IOM Turkey,41.706371658527,26.372772846243,,,,,,,,,,,,
31,54508,North Africa,2020-12-15 00:00:00,3,2.0,1.0,1.0,Vehicle Accident,"Pick-up truck en route from Sudan rolled over on KM20 of Shalateen-Aburamad Road, Red Sea Governorate, Egypt","Al Masry Al Youm, Al Youm 7",23.108819600000,35.562636500000,,,,,,,,,,,,
32,54583,US-Mexico Border,2020-12-15 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.331803200000,-112.524509300000,,,,,,,,,,,,
33,54500,Middle East,2020-12-15 00:00:00,1,1.0,,,Heart attack,"Meriç District of Edirne, Turkey near border with Greece",IOM Turkey,41.199368626153,26.399764017876,,,,,,,,,,,,
34,54507,North Africa,2020-12-15 00:00:00,2,,1.0,,Drowned,"Remains recovered off the coast of Bojdour, Morocco. Presumed to be part of a boat with 27 POB that sank off Bojdour en route to the Canary Islands","Rue 20, Nejma TV, Bojdour Post",26.263762412671,-14.829430744922,,,,,,,,,,,,
35,54573,Mediterranean,2020-12-14 00:00:00,5,,,,Drowned,"Bodies found by the Marine Guard at Plage de Rimel (Menzel Jemel), Metline, Cap Zebib beach (Ras Jebel), Louka’s Beach and Sidi Mechreg beach, Bizerte, Tunisia","Al Chorouk, Zoom Tunisia",37.163594500000,9.123697200000,,,,,,,,,,,,
36,54572,Mediterranean,2020-12-13 00:00:00,2,,,,Drowned,"Bodies found by the Marine Guard on the beaches of Cape Angela and Sidi Mechreg, Bizerte, Tunisia","Al Chorouk, Zoom Tunisia",37.240000000000,9.217500000000,,,,,,,,,,,,
37,54492,Caribbean,2020-12-12 00:00:00,29,4.0,4.0,3.0,Drowned,"Near Güiria, Venezuela, en route to Trinidad and Tobago","Venezuelan Ministry of the Interior, Trinidad and Tobago Coast Guard, El País, El Comercio",10.521258035642,-62.148077895683,,,,,,,,,,,,
38,54506,US-Mexico Border,2020-12-11 00:00:00,2,2.0,,,Drowned,"Between Golf Camp and Shelby Park, Eagle Pass, Maverick County, Texas, USA","Zocalo, Super Chanel 112",27.499299545000,-99.509008925704,,,,,,,,,,,,
39,54491,Middle East,2020-12-10 00:00:00,1,1.0,,,Unknown,"Body found in abandoned building in central Edirne, Turkey","IOM Turkey, Edirne Medya",41.677129700000,26.555714500000,,,,,,,,,,,,
40,54486,Central America,2020-12-08 00:00:00,1,1.0,,,Violent death,"San Benito str., Puerto Madero, Chiapas, Mexico",Diario del Sur,14.707992400000,-92.400339100000,,,,,,,,,,,,
41,54607,US-Mexico Border,2020-12-08 00:00:00,1,1.0,,,Unknown,"Barry Goldwater Range, Yuma County, Arizona, USA",Yuma County Medical Examiner,32.652753300000,-113.953646600000,,,,,,,,,,,,
42,54505,Sub-Saharan Africa,2020-12-08 00:00:00,4,,,,Drowned,"Off the coast of Nouakchott, Mauritania - Departure on 07.12",IOM Mauritania,18.100057474120,-16.723598014085,,,,,,,,,,,,
43,54498,North Africa,2020-12-07 00:00:00,3,3.0,,,"dehydration, hypothermia","At the land border between Morocco and Algeria en route to Oujda, Morocco",Chams Post,34.674546004042,-1.807457856445,,,,,,,,,,,,
44,54470,North Africa,2020-12-06 00:00:00,11,,,,Drowned,"Off the coast of Tan Tan, Morocco, last known position 28° 11', -12° 13'",Alarm Phone,28.513531584069,-11.457853000586,,,,,,,,,,,,
45,54527,US-Mexico Border,2020-12-05 00:00:00,1,1.0,,,Heart attack,"McAllen, Texas, USA",Tu Nota,26.203407100000,-98.230012400000,,,,,,,,,,,,
46,54378,Caribbean,2020-12-05 00:00:00,21,6.0,2.0,,Drowned,"Off the coast of Lagunas de Nisibon, La Altagracia province, Dominican Republic","24horas, Tu noticia PR",18.885884971235,-68.594448739648,,,,,,,,,,,,
47,54709,US-Mexico Border,2020-12-05 00:00:00,1,1.0,,,Drowned,"832 Dillon Rd, Elsa, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,26.279276400000,-98.055147700000,,,,,,,,,,,,
48,54376,Europe,2020-12-04 00:00:00,1,1.0,,,Violent death,"At Ukraine-Russia border, close to Belgorod, Russia",Anadolu Agency,50.329658526064,36.278285293359,,,,,,,,,,,,
49,54375,South America,2020-12-04 00:00:00,1,1.0,,,Vehicle accident,"45A Highway, between Curití and San Gil, Santander, Colombia",Vanguardia,6.587827714450,-73.095019426514,,,,,,,,,,,,
50,54582,US-Mexico Border,2020-12-04 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,31.743067500000,-111.958713100000,,,,,,,,,,,,
51,54575,US-Mexico Border,2020-12-04 00:00:00,1,1.0,,,Violent death,"West Bound I-10 MP 289.4 (1/2 miles West of Marsh Station Road On and Off Ramp), Arizona, USA",Pima County Office of the Medical Examiner,30.527960000000,-99.852942300000,,,,,,,,,,,,
52,54581,US-Mexico Border,2020-12-04 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,31.730219100000,-111.308191100000,,,,,,,,,,,,
53,54606,US-Mexico Border,2020-12-04 00:00:00,1,,,,Unknown,"Yuma County, Arizona, USA (see GPS coordinates for exact location)",Yuma County Medical Examiner,32.318528800000,-114.066757600000,,,,,,,,,,,,
54,54580,US-Mexico Border,2020-12-03 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499000000,-111.666072500000,,,,,,,,,,,,
55,54579,US-Mexico Border,2020-12-02 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,31.746643900000,-111.986180900000,,,,,,,,,,,,
56,54365,Mediterranean,2020-12-02 00:00:00,2,,2.0,,Drowned,"Off the eastern coast of Lesvos, Greece",Hellenic Coast Guard via IOM Greece,39.358582342869,26.395123681836,,,,,,,,,,,,
57,54578,US-Mexico Border,2020-12-01 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.057499000000,-111.666072500000,,,,,,,,,,,,
58,54577,US-Mexico Border,2020-12-01 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,32.075456100000,-113.221194100000,,,,,,,,,,,,
59,54485,Mediterranean,2020-12-01 00:00:00,2,2.0,,,Drowned,"Bodies washed ashore at Horcas Coloradas, Melilla, Spain",Europa Press,35.302185000000,-2.940054800000,,,,,,,,,,,,
60,54576,US-Mexico Border,2020-12-01 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,31.711633200000,-111.954908400000,,,,,,,,,,,,
61,54608,North Africa,2020-12-01 00:00:00,16,,,,"dehydration, starvation","Unspecified location - departure from Safi, Morocco en route to Canary Islands around 23.11","Alam Press, Al Hadet, Noon Presse, Plus 24, Badil, Al Aoual",31.446281366058,-11.105865409375,,,,,,,,,,,,
62,54356,US-Mexico Border,2020-11-30 00:00:00,1,,1.0,,Drowned,"Rio Bravo, close to Amistad Reservoir, Coahuila, Mexico","Zócalo, Super Channel 12",29.450457910964,-101.060426087620,,,,,,,,,,,,
63,54377,Caribbean,2020-11-29 00:00:00,6,,,,Drowned,"Canal de la Mona, 8 nautical miles west of Desecheo Island, Puerto Rico",US Coast Guard,18.408421119330,-67.561551238770,,,,,,,,,,,,
64,54363,North Africa,2020-11-28 00:00:00,1,,,,Drowned,"Boat departed from Sidi Ifni to Canary Islands, body was retreived at sea near Tan-Tan coast, Sidi Ifni, Morocco",Hespress,29.395455198708,-10.196556311914,,,,,,,,,,,,
65,54469,US-Mexico Border,2020-11-28 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-109.200018000000,31.483549000000,,,,,,,,,,,,
66,54472,South America,2020-11-27 00:00:00,1,1.0,,,Violent death,"Close to the Venezuela-Colombia border, Norte de Santander, Colombia",Extra Venezuela,7.946283100000,-72.898806900000,,,,,,,,,,,,
67,54361,Mediterranean,2020-11-27 00:00:00,1,,,,Unknown,"Remains recovered off the coast of Khoshoei village, Borollos, Kafr El Sheikh, Egypt.","Veto Gate, Al Masry Al Youm, El Dostor",31.571499612039,30.840549226367,,,,,,,,,,,,
68,54353,Caribbean,2020-11-26 00:00:00,15,4.0,,,Drowned,"Off the coast of Punta del Coco, Lagunas de Nisibón, Higüey, Dominican Republic","Bavaro Digital, Informado",19.095626250191,-69.591168297656,,,,,,,,,,,,
69,54360,Mediterranean,2020-11-26 00:00:00,2,,,,Unknown,"Remains recovered off Fanar and Narges Beaches, Baltim, Kafr El Sheikh, Egypt.","Veto Gate, El Watan News",31.555537700000,31.094374900000,,,,,,,,,,,,
70,54481,Mediterranean,2020-11-26 00:00:00,2,2.0,,,Asphyxiation,"Found in a a sewege canal in Nador trying to reach the Spanish enclave of Melilla from the port station of Beni Ensar, Nador, Morocco - one of them died in Hassani Hospital ICU","Association Marocaine des Droits Humains - Section Nador, Ya Biladi, Sahafat Bladi, Hespress, MENA Monitor, Sahafat Bladi",35.265200841333,-2.946219501843,,,,,,,,,,,,
71,54359,Mediterranean,2020-11-26 00:00:00,4,,2.0,2.0,"dehydration, hypothermia","Rescued by Royal Moroccan Navy north of Nador, Morocco. Departed on 25 Nov en route to Spain",Association Marocaine des Droits Humains - Section Nador,35.221663030723,-2.839349652246,,,,,,,,,,,,
72,54645,Horn of Africa,2020-11-25 00:00:00,1,1.0,,,Sickness or lack of access to medicines,"Bosaso, Somalia",IOM Somalia,11.275540700000,49.187899400000,,,,,,,,,,,,
73,54471,South America,2020-11-25 00:00:00,1,1.0,,,Violent death,"Trocha La Marina, Municipality of Villa del Rosario, Cucuta, Colombia.",La Opinion,7.843787900000,-72.469689700000,,,,,,,,,,,,
74,54344,North Africa,2020-11-24 00:00:00,1,,,,"dehydration, hypothermia","On board of a boat rescued by Salvamento Marítimo en route to the Canary Islands, Spain.","rtve, AFP",27.355587205826,-16.497294462500,,,,,,,,,,,,
75,54556,Mediterranean,2020-11-24 00:00:00,2,,,,Drowned,"Shipwrecked one nautical mile off Sonctar beach, Mostganem, Algeria. Departure information unknown","Héroes del Mar, Mostaganem News",36.113307829445,0.179983308740,,,,,,,,,,,,
76,54555,Mediterranean,2020-11-24 00:00:00,11,,,,Drowned,"Boat sailed from Zeralda, Algiers, Algeria and disappeared on the Balearic route",Heroes del Mar,36.726613141499,2.815555773853,,,,,,,,,,,,
77,54369,South America,2020-11-24 00:00:00,3,1.0,2.0,1.0,Accident,"Municipality of Cucuta, Cucuta, Colombia",La voz de Falcon,7.889097100000,-72.496689600000,,,,,,,,,,,,
78,54347,North Africa,2020-11-24 00:00:00,8,8.0,,,Drowned,"Bodies washed up to the coast of Lanzarote, Canary Islands, Spain. Shipwreck occurred off the coast of Orzola. - Departure from Agadir, Morocco, two or three days before. ","EuropaPress, rtve, El Pais, Diario de Avisos",29.229976356699,-13.421058505078,,,,,,,,,,,,
79,54468,US-Mexico Border,2020-11-23 00:00:00,1,1.0,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-112.553166400000,32.061618000000,,,,,,,,,,,,
80,54326,Mediterranean,2020-11-23 00:00:00,1,1.0,,,Drowned,"Body found on beach in northwestern Rhodes, Greece","Reuters, Associated Press",36.465524782991,28.231215810156,,,,,,,,,,,,
81,54484,Mediterranean,2020-11-23 00:00:00,13,13.0,,,Drowned,"Unspecified location off coast of Algeria - departure on 23.11 from Boudouaou-El-Bahri, Boumerdès Province, Algeria - Bodies washed ashore on Algerian coasts in upcoming days.","Echorouk Online, Héroes del Mar, Boumerdes News, El Khabar, Hara FB page",36.803523592789,3.417572756836,,,,,,,,,,,,
82,54478,North Africa,2020-11-22 00:00:00,4,3.0,,,Drowned,"Wooden boat departed on 22 Nov from Chika, Dakhla, Morocco en route to Canary Islands before shortly capsizing","Rue 20, Alam Press, Anfas Press, Ichraka News, Marrakech Alaan",27.868362758428,-13.033909091834,,,,,,,,,,,,
83,54467,US-Mexico Border,2020-11-21 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-112.915126000000,32.327874000000,,,,,,,,,,,,
84,54327,US-Mexico Border,2020-11-21 00:00:00,1,,1.0,1.0,Drowned,"Remains found buried close to the Rio Bravo at Guerrero, Coahuila, Mexico - presumed date of death 6 months before",Zócalo,28.350894379517,-100.321731086330,,,,,,,,,,,,
85,54479,North Africa,2020-11-21 00:00:00,3,3.0,,,Drowned,Bodies washed on the shore of Labouirda south of Dakhla. Officials assume it's from a shipwreck en route to Canary Islands,"Dakhla News, Cap 24, Al Bahr News",27.975058244015,-12.590332031250,,,,,,,,,,,,
86,54462,US-Mexico Border,2020-11-19 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-113.054995000000,32.247309000000,,,,,,,,,,,,
87,54466,US-Mexico Border,2020-11-19 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-113.092922000000,32.301813000000,,,,,,,,,,,,
88,54534,Mediterranean,2020-11-19 00:00:00,50,,,,Drowned,"Unspecified location. Embarked on 19.11 from Garabulli, Libya and disappeared without a trace. Remains washed ashore at Al Khums, Misrata ans Zliten in the following days","IOM Libya, IOM Italy, Alarm Phone",32.993405361667,13.984458748047,,,,,,,,,,,,
89,54465,US-Mexico Border,2020-11-19 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-113.078464000000,32.279368000000,,,,,,,,,,,,
90,54694,North Africa,2020-11-19 00:00:00,1,1.0,,,"dehydration, hypothermia","Rescued by merchant vessel Wadowice II north of Gran Canaria, Canary Islands, Spain - remains disembarked in Las Palmas de Gran Canaria",Europa Press,28.366331869042,-15.559796919141,,,,,,,,,,,,
91,54464,US-Mexico Border,2020-11-19 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-113.062101000000,32.259404000000,,,,,,,,,,,,
92,54476,Europe,2020-11-19 00:00:00,1,1.0,,,Vehicle Accident,"A16 Motorway, near entrance to the Channel Tunnel, France",Calais Migrant Solidarity ,50.938520554438,1.739093505103,,,,,,,,,,,,
93,54463,US-Mexico Border,2020-11-19 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-111.562690000000,31.822720000000,,,,,,,,,,,,
94,54762,US-Mexico Border,2020-11-18 00:00:00,1,,1.0,,Accident,"Hospital in Chula Vista, San Diego County, California, USA - Succumbed to injuries after falling from border wall",San Diego County Medical Examiner,32.650986100000,-116.961096200000,,,,,,,,,,,,
95,54324,Mediterranean,2020-11-18 00:00:00,2,,,,Drowned,"Bodies washed ashore at Zawiya, Al-Harsha, Libya",IOM Libya,32.763960300000,12.673300900000,,,,,,,,,,,,
96,54336,US-Mexico Border,2020-11-16 00:00:00,1,1.0,,,Accident,"On the train tracks between Medias Aguas and Tierra Blanca, Jesus Carranza Municipality, Veracruz, Mexico",Diario del Itsmo,17.437372800000,-95.031802200000,,,,,,,,,,,,
97,54461,US-Mexico Border,2020-11-15 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-109.282767000000,31.483133000000,,,,,,,,,,,,
98,54318,Sub-Saharan Africa,2020-11-15 00:00:00,35,1.0,,,Drowned,"Shipwreck off the coast of Sal, Cape Verde (boat departed from Mbour, Senegal) - bodies washed ashore in the upcoming days","IOM Cape Verde, Infomigrants",16.734506150095,-22.845940148047,,,,,,,,,,,,
99,54783,North Africa,2020-11-14 00:00:00,12,,,,Drowned,"Off the coast of Boujadour, Morocco - boat departed 10 days before from Mauritania","Alarm Phone, Village du Migrant",26.029113900186,-14.701714680469,,,,,,,,,,,,
100,54346,US-Mexico Border,2020-11-13 00:00:00,1,,,,Drowned,"Rio Bravo at Matamoros, Tamaulipas, Mexico",El Manana,25.878862936717,-97.496214467676,,,,,,,,,,,,
101,54305,Mediterranean,2020-11-13 00:00:00,2,,,,Unknown,"Boat intercepted at 33 18 N 012 44 E, off the coast of Libya",IOM Libya,33.323270277016,12.436419010937,,,,,,,,,,,,
102,54309,Middle East,2020-11-13 00:00:00,2,,,,Vehicle accident,"Tusba district, Van province, Turkey","Daily Sabah, TRT Haber",38.501208500000,43.372979300000,,,,,,,,,,,,
103,54483,Mediterranean,2020-11-13 00:00:00,14,14.0,,,Drowned,"Boat named ""Fatma Al Zahraa"" sailed on 13 Nov from Dellys, Boumerdès Province, Algeria en route to Balearic Islands and went missing in unspecified location at sea","Echorouk Online, Héroes del Mar, Boumerdes City, Boumerdes News, Haraga DZ TV",37.054250024982,3.933056265234,,,,,,,,,,,,
104,54296,Mediterranean,2020-11-12 00:00:00,1,1.0,,1.0,Respiratory arrest,On board of the Open Arms - he was rescued the day before around 70 miles off the coast of Libya,Open arms,32.604517081940,16.349424750000,,,,,,,,,,,,
105,54304,Mediterranean,2020-11-12 00:00:00,75,,3.0,,Drowned,"Off the coast of Al Khums, Libya (rescued by fishermen, boat departed from Al Khums on 11 November at 21:00) and bodies washed ashore at Al Khums, Libya in following days",IOM Libya,32.722610732549,14.331756932227,,,,,,,,,,,,
106,54303,Mediterranean,2020-11-12 00:00:00,20,,,,Drowned,"Off the coast of Surman, Azzawaya, Libya - last know position 33.483, 12.683 - departed from Zuwara on 09.11 around 4:00 AM.","IOM Libya, MSF, Alarm Phone",33.058226162090,12.144145714258,,,,,,,,,,,,
107,54499,Mediterranean,2020-11-12 00:00:00,11,,,,Drowned,"Boat sailed on 11 Nov potentially from Oran, Algeria before disappearing. 4 bodies washed up on the shore of Mosteganem, Algeria, rest missing",El Watan,36.211754905337,-0.425416021875,,,,,,,,,,,,
108,54308,Sub-Saharan Africa,2020-11-12 00:00:00,15,,,,Drowned,"Bodies recovered from the sea by different boats and brought to Dakar, Senegal.",PressAfrik,14.716677000000,-17.467686100000,,,,,,,,,,,,
109,54480,North Africa,2020-11-11 00:00:00,5,5.0,,,Drowned,"Boat sailed from El Mansouria en route to Spain and capsized near David beach between Bouznika and Mohammedia, Morocco ","RifRess, TeleMaroc, Banassa",33.673836474400,-7.488538171680,,,,,,,,,,,,
110,54473,US-Mexico Border,2020-11-11 00:00:00,1,1.0,,,Violent death,"Tapachula-Puerto Madero Highway, km10.5, Santa Teresa, Chiapas, Mexico",Diario del Sur,16.102713500000,-92.053040600000,,,,,,,,,,,,
111,54678,US-Mexico Border,2020-11-11 00:00:00,1,1.0,,,Drowned,"All American Canal near Winterhaven, Imperial County, California, USA",Imperial County Coroner's Office,33.094364000000,-115.780323700000,,,,,,,,,,,,
112,54298,Central America,2020-11-11 00:00:00,1,1.0,,,Violent death,"Abasolo st., Yuriria, Guanajuato, Mexico",Periódico Correo,20.209429000000,-101.126289400000,,,,,,,,,,,,
113,54297,Mediterranean,2020-11-11 00:00:00,5,3.0,2.0,,Drowned,"Recovered from sea during SAR operation executed by Open Arms at 33º22,97'N 012º23,91'E",Open Arms,33.121293119781,16.261534125000,,,,,,,,,,,,
114,54307,Sub-Saharan Africa,2020-11-11 00:00:00,1,,,,Drowned,"Body recovered from the sea off the coast of Soumbédioune, Dakar, Senegal",PressAfrik,14.677686300000,-17.458369300000,,,,,,,,,,,,
115,54289,Mediterranean,2020-11-10 00:00:00,14,11.0,3.0,1.0,Drowned,Unspecified location off the coast of Libya - boat departed from Zwara on 09.11.2020,IOM Libya,33.092748731085,12.143459068750,,,,,,,,,,,,
116,54650,Mediterranean,2020-11-10 00:00:00,11,,,,Drowned,"Remains washed ashore at Mosteganem, Algeria - Boat sailed on 4 Nov potentially from Oran, Algeria before disappearing","Héroes del Mar, El Watani",35.931145400000,0.090941400000,,,,,,,,,,,,
117,54708,US-Mexico Border,2020-11-10 00:00:00,1,1.0,,,Drowned,"8000 International Blvd, Donna, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office,26.113363000000,-97.959136000000,,,,,,,,,,,,
118,54496,Mediterranean,2020-11-09 00:00:00,2,,,,Drowned,"Off the coast of Alicante, Spain",Spanish Red Cross,38.226379639063,-0.253106154297,,,,,,,,,,,,
119,54460,US-Mexico Border,2020-11-09 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-113.117033000000,32.470967000000,,,,,,,,,,,,
120,54459,US-Mexico Border,2020-11-09 00:00:00,1,,,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,-111.485580000000,32.211200000000,,,,,,,,,,,,
